"","Accession name","CUAL","LNGS","PTLC","DSTA","LFRT","LBTEF","CBTR","NMLB","ANGB","CUAL9M","LVC9M","TNPR9M","PL9M","STRP","STRC","PSTR","NMSR","TTRN","TFWSR","TTRW","TFWSS","TTSW","TTPW","AVPW","ARSR","SRDM"
"TMe-412","TMe-412","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",21,4.2,25,5,26.6,5.32,51.6,10.32,2,39
"TMe-414","TMe-414","Purple","Long","Green purple","Central part","50-75% leaf retention","1","Cream","2","450-600","Purple","Dark green","2","Long (25-30cm)","Absent","Absent","Irregular",5,5,1.4,1.4,8,8,9.4,9.4,0,36.6
"TMe-415","TMe-415","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Green purple","Green purple","5","Long (25-30cm)","Absent","Present","Irregular",23,4.6,14,2.8,10,2,24,4.8,5,39.4
"TMe-417","TMe-417","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","3","Long (25-30cm)","Absent","Present","Irregular",16,8,3.8,1.9,10.2,5.1,14,7,0,38.6
"TMe-418","TMe-418","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Green purple","Dark green","1","Long (25-30cm)","Intermediate","Present","Irregular",8,2.66666666666667,2,0.666666666666667,0.8,0.266666666666667,2.8,0.933333333333333,0,35.7
"TMe-419","TMe-419","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","White","1","450-600","Green purple","Light green","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",2,2,1,1,2.4,2.4,3.4,3.4,0,44.3
"TMe-420","TMe-420","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Light green","Green purple","5","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",8,1.6,1.2,0.24,4,0.8,5.2,1.04,2,39.1
"TMe-423","TMe-423","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","150-300","Purple","Dark green","1","Long (25-30cm)","Short","Absent","Tending toward horizontal",5,2.5,0.6,0.3,0.8,0.4,1.4,0.7,2,40.7
"TMe-424","TMe-424","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","3","Medium (15-20cm)","Absent","Present","Irregular",9,4.5,4,2,6.2,3.1,10.2,5.1,3,38.8
"TMe-425","TMe-425","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","2","Cream","0","No branching","Green","Green purple","3","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",4,1.33333333333333,1.2,0.4,2.2,0.733333333333333,3.4,1.13333333333333,1,43.9
"TMe-427","TMe-427","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","3","Cream","2","750-900","Green purple","Green purple","2","Medium (15-20cm)","Absent","Present","Tending toward horizontal",7,7,5,5,11,11,16,16,1,35.7
"TMe-428","TMe-428","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","3","Cream","2","150-300","Green purple","Green purple","2","Medium (15-20cm)","Short","Present","Tending toward horizontal",4,2,1.8,0.9,1.2,0.6,3,1.5,0,39.1
"TMe-429","TMe-429","Green purple","Medium","Green purple","Top part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Present","Irregular",15,3,13.2,2.64,15,3,28.2,5.64,1,34.7
"TMe-433","TMe-433","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Present","Tending toward horizontal",11,3.66666666666667,2,0.666666666666667,3.6,1.2,5.6,1.86666666666667,5,40.6
"TMe-434","TMe-434","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","0","White","0","No branching","Light green","Green purple","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",10,3.33333333333333,1.8,0.6,4,1.33333333333333,5.8,1.93333333333333,3,34.7
"TMe-436","TMe-436","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","2","150-300","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",14,4.66666666666667,2.8,0.933333333333333,4.4,1.46666666666667,7.2,2.4,6,36.9
"TMe-438","TMe-438","Green purple","Long","Green purple","Central part","50-75% leaf retention","4","White","3","450-600","Green purple","Dark green","5","Medium (15-20cm)","Intermediate","Present","Irregular",22,7.33333333333333,15.2,5.06666666666667,12.4,4.13333333333333,27.6,9.2,4,38.2
"TMe-439","TMe-439","Green purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","3","150-300","Purple","Dark green","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",25,6.25,3.6,0.9,8.4,2.1,12,3,3,38
"TMe-442","TMe-442","Dark green","Medium","Green purple","Top part","25-50% leaf retention","4","Cream","3","450-600","Green","Dark green","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",13,3.25,3.8,0.95,5.2,1.3,9,2.25,0,40.5
"TMe-444","TMe-444","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","1","Cream","2","450-600","Green purple","Green purple","5","Long (25-30cm)","Absent","Present","Irregular",17,4.25,3,0.75,4.4,1.1,7.4,1.85,1,37
"TMe-446","TMe-446","Purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Purple","Green purple","5","Long (25-30cm)","Short","Present","Irregular",12,2.4,3.6,0.72,4.6,0.92,8.2,1.64,1,41.7
"TMe-447","TMe-447","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","2","450-600","Purple","Light green","5","Medium (15-20cm)","Absent","Absent","Irregular",10,2,2.8,0.56,6.2,1.24,9,1.8,0,41
"TMe-448","TMe-448","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Light green","4","Long (25-30cm)","Absent","Absent","Irregular",12,3,2,0.5,5.8,1.45,7.8,1.95,0,38.8
"TMe-450","TMe-450","Dark green","Medium","Green purple","Central part","50-75% leaf retention","0","Cream","0","No branching","Dark green","Green purple","3","Medium (15-20cm)","Short","Present","Irregular",12,3,3,0.75,5.2,1.3,8.2,2.05,3,40.4
"TMe-455","TMe-455","Green purple","Medium","Green purple","Central part","50-75% leaf retention","0","White","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,3.2,2.8,0.56,8.2,1.64,11,2.2,2,39.9
"TMe-456","TMe-456","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Irregular",21,4.2,4.6,0.92,18.2,3.64,22.8,4.56,0,37.5
"TMe-457","TMe-457","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green purple","Green","5","Medium (15-20cm)","Absent","Present","Irregular",15,3.75,3.4,0.85,8.6,2.15,12,3,0,33.6
"TMe-460","TMe-460","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","2","450-600","Purple","Purple","2","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",5,1.66666666666667,2.2,0.733333333333333,2.6,0.866666666666667,4.8,1.6,0,33.9
"TMe-464","TMe-464","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","2","450-600","Green purple","Dark green","4","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",5,1.66666666666667,1.8,0.6,2.4,0.8,4.2,1.4,0,39.2
"TMe-465","TMe-465","Green purple","Long","Dark green","Absent","50-75% leaf retention","3","Cream","3","150-300","Dark green","Dark green","5","Medium (15-20cm)","Absent","Absent","Irregular",21,7,4.6,1.53333333333333,11,3.66666666666667,15.6,5.2,2,38.9
"TMe-467","TMe-467","Purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","150-300","Purple","Green purple","5","Long (25-30cm)","Short","Absent","Tending toward horizontal",16,3.2,2.8,0.56,5.2,1.04,8,1.6,2,42.3
"TMe-469","TMe-469","Green purple","Medium","Green purple","Central part","50-75% leaf retention","2","White","1","150-300","Green purple","Dark green","4","Long (25-30cm)","Intermediate","Present","Tending toward horizontal",4,1.33333333333333,1.2,0.4,2.8,0.933333333333333,4,1.33333333333333,0,38.8
"TMe-470","TMe-470","Green purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Purple","Light green","4","Long (25-30cm)","Absent","Absent","Irregular",15,5,4.4,1.46666666666667,9.2,3.06666666666667,13.6,4.53333333333333,0,27.5
"TMe-472","TMe-472","Purple","Long","Green purple","Top part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",21,4.2,4,0.8,10.4,2.08,14.4,2.88,2,33
"TMe-473","TMe-473","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Irregular",19,4.75,14,3.5,19.2,4.8,33.2,8.3,2,43.4
"TMe-474","TMe-474","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","2","450-600","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Irregular",13,3.25,4,1,8,2,12,3,0,35.5
"TMe-475","TMe-475","Green purple","Medium","Green purple","Central part","50-75% leaf retention","1","Cream","3","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Absent","Irregular",26,6.5,10,2.5,14,3.5,24,6,2,40.5
"TMe-476","TMe-476","Green purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Green purple","Dark green","2","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",1,1,2,2,3,3,5,5,0,36.8
"TMe-477","TMe-477","Green purple","Medium","Green purple","Central part","<100% leaf retention","0","Cream","0","No branching","Green purple","Green purple","4","Long (25-30cm)","Short","Present","Irregular",22,5.5,8,2,18,4.5,26,6.5,0,38.6
"TMe-479","TMe-479","Green purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Purple","Dark green","5","Long (25-30cm)","Short","Present","Irregular",14,3.5,4.8,1.2,9,2.25,13.8,3.45,0,39.3
"TMe-480","TMe-480","Dark green","Medium","Purple","Totally pigmented","25-50% leaf retention","1","Cream","1","150-300","Light green","Green purple","5","Medium (15-20cm)","Intermediate","Present","Irregular",6,2,5.2,1.73333333333333,6.8,2.26666666666667,12,4,0,44.3
"TMe-487","TMe-487","Purple","Long","Green purple","Top part","25-50% leaf retention","3","Cream","3","450-600","Dark green","Dark green","4","Long (25-30cm)","Short","Absent","Irregular",18,9,7,3.5,13,6.5,20,10,2,42.2
"TMe-489","TMe-489","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","450-600","Green purple","Green purple","2","Long (25-30cm)","Short","Present","Tending toward horizontal",12,6,10,5,3.8,1.9,13.8,6.9,7,36.2
"TMe-500","TMe-500","Dark green","Medium","Green purple","Central part","25-50% leaf retention","0","White","1","150-300","Dark green","Dark green","2","Medium (15-20cm)","Intermediate","Absent","Irregular",1,1,8,8,1.2,1.2,9.2,9.2,0,43.1
"TMe-501","TMe-501","Green purple","Medium","Green purple","Central part","50-75% leaf retention","2","Cream","2","150-300","Green purple","Green purple","3","Long (25-30cm)","Short","Absent","Tending toward horizontal",9,2.25,2,0.5,1,0.25,3,0.75,8,43.1
"TMe-505","TMe-505","Green purple","Long","Green purple","Central part","25-50% leaf retention","2","Cream","3","450-600","Purple","Dark green","2","Medium (15-20cm)","Absent","Present","Irregular",7,7,1.2,1.2,4.6,4.6,5.8,5.8,0,44.4
"TMe-509","TMe-509","Green purple","Medium","Red","Totally pigmented","50-75% leaf retention","0","Cream","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",17,3.4,4.2,0.84,9.4,1.88,13.6,2.72,4,40.7
"TMe-510","TMe-510","Purple","Medium","Green purple","Central part","50-75% leaf retention","3","Cream","3","450-600","Dark green","Dark green","5","Long (25-30cm)","Absent","Absent","Irregular",26,5.2,12,2.4,16.2,3.24,28.2,5.64,3,42.1
"TMe-513","TMe-513","Dark green","Medium","Purple","Totally pigmented","50-75% leaf retention","2","White","2","450-600","Dark green","Green purple","3","Medium (15-20cm)","Short","Present","Tending toward horizontal",2,0.666666666666667,4.2,1.4,1.4,0.466666666666667,5.6,1.86666666666667,0,43.2
"TMe-514","TMe-514","Green purple","Medium","Dark green","Absent","50-75% leaf retention","3","Cream","4","450-600","Green purple","Dark green","3","Medium (15-20cm)","Absent","Absent","Tending toward horizontal",9,3,2,0.666666666666667,5,1.66666666666667,7,2.33333333333333,2,44.9
"TMe-516","TMe-516","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","4","450-600","Dark green","Green purple","3","Long (25-30cm)","Short","Present","Tending toward horizontal",16,5.33333333333333,11,3.66666666666667,7,2.33333333333333,18,6,1,44.2
"TMe-519","TMe-519","Green purple","Medium","Purple","Totally pigmented","25-50% leaf retention","1","Cream","2","150-300","Dark green","Green purple","2","Medium (15-20cm)","Short","Absent","Tending toward horizontal",11,5.5,3,1.5,4.2,2.1,7.2,3.6,0,40.8
"TMe-525","TMe-525","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Green purple","Green purple","5","Long (25-30cm)","Absent","Present","Tending toward horizontal",10,3.33333333333333,10,3.33333333333333,10.6,3.53333333333333,20.6,6.86666666666667,0,36.9
"TMe-526","TMe-526","Green purple","Long","Purple","Totally pigmented","25-50% leaf retention","0","Cream","2","450-600","Green purple","Green purple","4","Medium (15-20cm)","Short","Absent","Tending toward horizontal",1,0.5,3.4,1.7,0.6,0.3,4,2,0,31.6
"TMe-528","TMe-528","Green purple","Medium","Green purple","Central part","25-50% leaf retention","0","White","0","No branching","Green purple","Dark green","1","Long (25-30cm)","Absent","Absent","Irregular",4,4,0.4,0.4,0.4,0.4,0.8,0.8,0,37.6
"TMe-531","TMe-531","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","3","150-300","Green purple","Light green","5","Medium (15-20cm)","Absent","Present","Irregular",7,1.75,6,1.5,3.4,0.85,9.4,2.35,1,43
"TMe-532","TMe-532","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","White","2","450-600","Purple","Green purple","1","Long (25-30cm)","Absent","Present","Tending toward horizontal",7,7,2,2,1.2,1.2,3.2,3.2,4,35.8
"TMe-534","TMe-534","Green purple","Long","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","450-600","Purple","Green purple","2","Medium (15-20cm)","Intermediate","Present","Irregular",7,3.5,1.8,0.9,5,2.5,6.8,3.4,0,40.7
"TMe-539","TMe-539","Green purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","0","No branching","Green purple","Green purple","5","Long (25-30cm)","Intermediate","Present","Irregular",11,2.2,6,1.2,8,1.6,14,2.8,0,32.5
"TMe-540","TMe-540","Dark green","Long","Red","Totally pigmented","50-75% leaf retention","1","Cream","3","450-600","Light green","Green purple","5","Medium (15-20cm)","Short","Present","Tending toward horizontal",5,1.25,4,1,5,1.25,9,2.25,0,37.9
"TMe-543","TMe-543","Purple","Long","Green purple","Central part","50-75% leaf retention","3","Cream","1","150-300","Purple","Dark green","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",17,3.4,7,1.4,12.2,2.44,19.2,3.84,0,31.2
"TMe-547","TMe-547","Green purple","Short","Green purple","Top part","25-50% leaf retention","3","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Short","Absent","Tending toward horizontal",12,2.4,5.8,1.16,10.2,2.04,16,3.2,0,37.9
"TMe-550","TMe-550","Green purple","Medium","Green purple","Top part","<100% leaf retention","4","Cream","3","450-600","Purple","Green purple","2","Long (25-30cm)","Absent","Absent","Tending toward horizontal",1,1,0.4,0.4,0.6,0.6,1,1,0,33.9
"TMe-551","TMe-551","Purple","Long","Green purple","Top part","25-50% leaf retention","0","Yellow","4","750-900","Purple","Dark green","5","Medium (15-20cm)","Absent","Absent","Irregular",22,4.4,10,2,9,1.8,19,3.8,3,39
"TMe-552","TMe-552","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","4","Cream","2","450-600","Purple","Green purple","3","Long (25-30cm)","Absent","Absent","Irregular",14,2.8,8,1.6,10.4,2.08,18.4,3.68,0,44.8
"TMe-556","TMe-556","Green purple","Medium","Purple","Totally pigmented","50-75% leaf retention","3","Cream","3","150-300","Green","Green purple","5","Long (25-30cm)","Absent","Absent","Tending toward horizontal",3,3,1,1,5.6,5.6,6.6,6.6,0,32.3
"TMe-565","TMe-565","Purple","Long","Green purple","Central part","50-75% leaf retention","2","Cream","4","450-600","Purple","Dark green","5","Medium (15-20cm)","Absent","Present","Irregular",21,4.2,8,1.6,12,2.4,20,4,0,36.8
"TMe-566","TMe-566","Green purple","Medium","Green purple","Top part","50-75% leaf retention","3","White","2","450-600","Green purple","Light green","5","Long (25-30cm)","Intermediate","Absent","Irregular",15,3,8,1.6,7.2,1.44,15.2,3.04,0,40.8
